ID	Customer_ID	Month	Name	Age	SSN	Occupation	Annual_Income	Monthly_Inhand_Salary	Num_Bank_Accounts	Num_Credit_Card	Interest_Rate	Num_of_Loan	Type_of_Loan	Delay_from_due_date	Num_of_Delayed_Payment	Changed_Credit_Limit	Num_Credit_Inquiries	Credit_Mix	Outstanding_Debt	Credit_Utilization_Ratio	Credit_History_Age	Payment_of_Min_Amount	Total_EMI_per_month	Amount_invested_monthly	Payment_Behaviour	Monthly_Balance	Credit_Score
6658	7792	5	Alexh	17	772589547	Manager	14841.35	1437.779166666667	6	5	17	7	Mortgage Loan, Not Specified, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, Mortgage Loan, and Student Loan	60	16	27.64	6	Bad	3865.15	22.86545916629657	93	Yes	71.54474307214656	28.82234687359458	Low_spent_Medium_value_payments	291.24579549526777	Standard
6659	7792	6	Alexh	17	772589547	Manager	14841.35	1437.779166666667	6	5	17	7	Mortgage Loan, Not Specified, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, Mortgage Loan, and Student Loan	60	16	20.64	6	Bad	3865.15	22.81838315950875	94	Yes	71.54474307214656	28.82234687359458	Low_spent_Small_value_payments	249.4693537242352	Standard
6660	7792	7	Alexh	17	772589547	Manager	14841.35	1437.779166666667	6	5	17	7	Mortgage Loan, Not Specified, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, Mortgage Loan, and Student Loan	60	16	27.64	6	Bad	3865.15	24.59711328659052	95	Yes	71.54474307214656	28.82234687359458	High_spent_Medium_value_payments	293.41082672092546	Good
6661	7792	8	Alexh	17	772589547	Manager	14841.35	1437.779166666667	6	5	17	7	Mortgage Loan, Not Specified, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, Mortgage Loan, and Student Loan	60	14	28.64	6	Bad	3865.15	37.15219502109304	96	NM	71.54474307214656	28.82234687359458	Low_spent_Small_value_payments	245.64276074171883	Good
6666	41781	1	Lisa Baertleink	21	835416871	Architect	66105.4	5653.783333333333	6	8	31	5	Mortgage Loan, Auto Loan, Not Specified, Student Loan, and Payday Loan	26	22	5.52	9	Bad	1549.56	30.111040314509125	134	Yes	214.07212305606225	41.29274773414547	High_spent_Small_value_payments	431.1593615799287	Standard
6667	41781	2	Lisa Baertleink	21	835416871	Architect	66105.4	5653.783333333333	6	8	31	5	Mortgage Loan, Auto Loan, Not Specified, Student Loan, and Payday Loan	26	22	5.52	9	Bad	1549.56	29.327799148935995	135	Yes	214.07212305606225	41.29274773414547	Low_spent_Small_value_payments	192.11882805535592	Poor
6668	41781	3	Lisa Baertleink	21	835416871	Architect	66105.4	5653.783333333333	6	8	31	5	Mortgage Loan, Auto Loan, Not Specified, Student Loan, and Payday Loan	26	22	5.52	9	Bad	1549.56	33.89863232	136	Yes	214.07212305606225	41.29274773414547	High_spent_Small_value_payments	339.90483095196635	Poor
6669	41781	4	Lisa Baertleink	21	835416871	Architect	66105.4	5653.783333333333	6	8	31	5	Mortgage Loan, Auto Loan, Not Specified, Student Loan, and Payday Loan	26	23	5.52	9	Bad	1549.56	28.07920301903805	137	Yes	214.07212305606225	41.29274773414547	High_spent_Small_value_payments	441.46639507129663	Poor
6670	41781	5	Lisa Baertleink	21	835416871	Architect	66105.4	5653.783333333333	6	8	31	5	Mortgage Loan, Auto Loan, Not Specified, Student Loan, and Payday Loan	23	22	5.52	9	Bad	1549.56	31.756711872440725	138	Yes	214.07212305606225	41.29274773414547	Low_spent_Small_value_payments	192.11882805535592	Poor
6671	41781	6	Lisa Baertleink	21	835416871	Architect	66105.4	5653.783333333333	6	8	31	5	Mortgage Loan, Auto Loan, Not Specified, Student Loan, and Payday Loan	26	19	0.5199999999999996	9	Bad	1549.56	37.13217623240912	139	Yes	214.07212305606225	41.29274773414547	High_spent_Small_value_payments	495.2402240907471	Standard
6672	41781	7	Lisa Baertleink	22	835416871	Architect	66105.4	5653.783333333333	6	8	31	5	Mortgage Loan, Auto Loan, Not Specified, Student Loan, and Payday Loan	26	22	10.52	12	Bad	1549.56	38.64822202	140	NM	214.07212305606225	41.29274773414547	Low_spent_Small_value_payments	366.7335361311181	Poor
6673	41781	8	Lisa Baertleink	22	835416871	Architect	66105.4	5653.783333333333	6	8	31	5	Mortgage Loan, Auto Loan, Not Specified, Student Loan, and Payday Loan	26	22	5.52	12	Bad	1549.56	24.714191993868127	141	Yes	214.07212305606225	41.29274773414547	High_spent_Large_value_payments	474.07649728114126	Poor
6678	29152	1	Aruna Viswanathau	28	330960638	Mechanic	15398.95	1548.2458333333334	1	7	5	4	Student Loan, Mortgage Loan, Not Specified, and Not Specified	1	2	11.41	3	Good	343.84	36.74315458116916	339	No	34.81396985624466	45.39012955896059	High_spent_Small_value_payments	298.33250665573814	Standard
6679	29152	2	Aruna Viswanathau	28	330960638	Mechanic	15398.95	1548.2458333333334	1	7	5	4	Student Loan, Mortgage Loan, Not Specified, and Not Specified	1	0	8.41	3	Good	343.84	39.06640764886741	340	No	34.81396985624466	45.39012955896059	Low_spent_Large_value_payments	315.3578859269106	Standard
6680	29152	3	Aruna Viswanathau	28	330960638	Mechanic	15398.95	1548.2458333333334	1	7	5	4	Student Loan, Mortgage Loan, Not Specified, and Not Specified	1	0	8.41	3	Good	343.84	33.49444238506034	341	NM	34.81396985624466	45.39012955896059	High_spent_Medium_value_payments	322.40314302566867	Standard
6681	29152	4	Aruna Viswanathau	28	330960638	Mechanic	15398.95	1548.2458333333334	1	7	5	4	Student Loan, Mortgage Loan, Not Specified, and Not Specified	1	0	8.41	8	Good	343.84	37.71613993133525	342	No	34.81396985624466	45.39012955896059	High_spent_Small_value_payments	299.86950033073884	Standard
6682	29152	5	Aruna Viswanathau	28	330960638	Mechanic	15398.95	1548.2458333333334	1	7	5	4	Student Loan, Mortgage Loan, Not Specified, and Not Specified	1	0	8.41	8	Good	343.84	30.97302502631501	343	NM	34.81396985624466	45.39012955896059	Low_spent_Large_value_payments	286.5937702229147	Standard
6683	29152	6	Aruna Viswanathau	28	330960638	Mechanic	15398.95	1548.2458333333334	1	7	5	4	Student Loan, Mortgage Loan, Not Specified, and Not Specified	1	0	8.41	8	Good	343.84	41.239002434391054	344	No	34.81396985624466	45.39012955896059	Low_spent_Large_value_payments	282.0256825	Standard
6684	29152	7	Aruna Viswanathau	28	330960638	Mechanic	15398.95	1548.2458333333334	1	7	5	4	Student Loan, Mortgage Loan, Not Specified, and Not Specified	1	0	8.41	8	Good	343.84	26.45254706363765	345	NM	34.81396985624466	45.39012955896059	Low_spent_Large_value_payments	212.0680011148054	Standard
6685	29152	8	Aruna Viswanathau	28	330960638	Mechanic	15398.95	1548.2458333333334	1	7	5	4	Student Loan, Mortgage Loan, Not Specified, and Not Specified	1	1	8.41	8	Good	343.84	28.13568775694777	346	No	34.81396985624466	45.39012955896059	Low_spent_Large_value_payments	294.6240511822009	Standard
6690	19184	1	Nicolacih	18	397455329	Developer	27070.07	2518.839166666666	7	3	11	4	Home Equity Loan, Credit-Builder Loan, Student Loan, and Personal Loan	12	15	5.68	1	Standard	919.76	28.555850410033027	350	No	73.23331847935155	17.68883577	High_spent_Small_value_payments	362.3360102	Standard
6691	19184	2	Nicolacih	18	397455329	Developer	27070.07	2518.839166666666	7	3	11	4	Home Equity Loan, Credit-Builder Loan, Student Loan, and Personal Loan	12	15	5.68	6	Standard	919.76	34.06157477482703	351	NM	73.23331847935155	17.68883577	Low_spent_Small_value_payments	154.56302351754502	Standard
6692	19184	3	Nicolacih	18	397455329	Developer	27070.07	2518.839166666666	7	3	11	4	Home Equity Loan, Credit-Builder Loan, Student Loan, and Personal Loan	17	15	5.68	6	Standard	919.76	29.830652197925247	352	No	73.23331847935155	17.68883577	High_spent_Medium_value_payments	324.46949428204573	Standard
6693	19184	4	Nicolacih	18	397455329	Developer	27070.07	2518.839166666666	7	3	11	4	Home Equity Loan, Credit-Builder Loan, Student Loan, and Personal Loan	12	18	5.68	6	Standard	919.76	40.44063791335173	353	No	73.23331847935155	17.68883577	High_spent_Small_value_payments	227.56085939065133	Standard
6694	19184	5	Nicolacih	18	397455329	Developer	27070.07	2518.839166666666	7	3	11	4	Home Equity Loan, Credit-Builder Loan, Student Loan, and Personal Loan	12	17	7.68	6	Standard	919.76	24.73337423551513	354	No	73.23331847935155	17.68883577	High_spent_Small_value_payments	380.6406879447834	Standard
6695	19184	6	Nicolacih	18	397455329	Developer	27070.07	2518.839166666666	7	3	11	4	Home Equity Loan, Credit-Builder Loan, Student Loan, and Personal Loan	9	15	5.68	6	Standard	919.76	36.39840658391592	355	No	73.23331847935155	17.68883577	High_spent_Large_value_payments	400.9617624123529	Standard
6696	19184	7	Nicolacih	18	397455329	Developer	27070.07	2518.839166666666	7	3	11	4	Home Equity Loan, Credit-Builder Loan, Student Loan, and Personal Loan	7	13	5.68	6	Standard	919.76	37.395217944954375	356	No	73.23331847935155	17.68883577	Low_spent_Medium_value_payments	268.3732185	Standard
6697	19184	8	Nicolacih	18	397455329	Developer	27070.07	2518.839166666666	7	3	11	4	Home Equity Loan, Credit-Builder Loan, Student Loan, and Personal Loan	11	15	5.68	6	Standard	919.76	40.01458592935246	357	No	73.23331847935155	17.68883577	High_spent_Small_value_payments	300.2688288305367	Standard
6702	14433	1	Fiona Ortizx	53	212322085	Engineer	17992.775	1769.3979166666668	3	5	6	0	No Data	5	9	8.61	2	Good	565.22	22.380398869829754	227	No	0	14.78725003902928	Low_spent_Small_value_payments	348.49703820102656	Poor
6703	14433	2	Fiona Ortizx	53	212322085	Engineer	17992.775	1769.3979166666668	3	5	6	0	No Data	11	15	8.61	2	Good	565.22	37.2194631	228	NM	0	14.78725003902928	Low_spent_Small_value_payments	329.54136271424136	Poor
6704	14433	3	Fiona Ortizx	53	212322085	Engineer	17992.775	1769.3979166666668	3	5	6	0	No Data	4	12	4.609999999999999	2	Good	565.22	23.13682418839412	229	No	0	14.78725003902928	High_spent_Small_value_payments	341.2833305585333	Poor
6705	14433	4	Fiona Ortizx	53	212322085	Engineer	17992.775	1769.3979166666668	3	5	6	0	No Data	8	12	4.609999999999999	2	Good	565.22	25.152109837976216	230	No	0	14.78725003902928	Low_spent_Small_value_payments	304.2965373224968	Poor
6706	14433	5	Fiona Ortizx	53	212322085	Engineer	17992.775	1769.3979166666668	3	5	6	0	No Data	8	10	8.61	3	Good	565.22	34.18203110619993	231	No	0	14.78725003902928	High_spent_Medium_value_payments	386.84079093894377	Standard
6707	14433	6	Fiona Ortizx	53	212322085	Engineer	17992.775	1769.3979166666668	3	5	6	0	No Data	5	10	8.61	3	Good	565.22	31.053994287668026	232	No	0	14.78725003902928	Low_spent_Small_value_payments	393.9367728267599	Poor
6708	14433	7	Fiona Ortizx	53	212322085	Engineer	17992.775	1769.3979166666668	3	5	6	0	No Data	6	12	8.61	3	Good	565.22	33.159711623098296	233	No	0	14.78725003902928	High_spent_Large_value_payments	402.1525416276374	Poor
6709	14433	8	Fiona Ortizx	53	212322085	Engineer	17992.775	1769.3979166666668	3	5	6	0	No Data	8	12	8.61	3	Good	565.22	33.46438826001862	234	No	0	14.78725003902928	Low_spent_Small_value_payments	387.8995676	Poor
6714	9229	1	Taiga Uranakan	55	87226137	Musician	139354.48	10872.26505763546	3	3	18	0	No Data	17	18	9.94	3	Standard	519.3	32.7110284	239	No	0	156.87022098028402	High_spent_Medium_value_payments	1031.0762614672103	Standard
6715	9229	2	Taiga Uranakan	55	87226137	Musician	139354.48	10872.26505763546	3	3	18	0	No Data	10	16	4.94	3	Standard	519.3	35.049584514575194	240	No	760.6082756978756	156.87022098028402	High_spent_Small_value_payments	855.0526039172014	Standard
6716	9229	3	Taiga Uranakan	55	87226137	Musician	139354.48	10872.26505763546	3	3	18	0	No Data	15	16	4.94	3	Standard	519.3	33.56734169743551	241	NM	760.6082756978756	156.87022098028402	High_spent_Small_value_payments	1145.9916185132308	Standard
6717	9229	4	Taiga Uranakan	55	87226137	Musician	139354.48	10872.26505763546	3	3	18	0	No Data	15	16	4.94	3	Standard	519.3	37.062193616555255	242	No	760.6082756978756	156.87022098028402	Low_spent_Large_value_payments	534.0249424598375	Good
6718	9229	5	Taiga Uranakan	55	87226137	Musician	139354.48	10872.26505763546	3	3	18	0	No Data	15	18	4.94	3	Standard	519.3	31.74432925	243	No	760.6082756978756	156.87022098028402	High_spent_Small_value_payments	815.3452475282933	Good
6719	9229	6	Taiga Uranakan	55	87226137	Musician	139354.48	10872.26505763546	3	3	18	0	No Data	19	16	4.94	3	Standard	519.3	40.87876030803899	244	No	760.6082756978756	156.87022098028402	Low_spent_Large_value_payments	695.4775117220306	Good
6720	9229	7	Taiga Uranakan	56	87226137	Musician	139354.48	10872.26505763546	3	3	18	0	No Data	15	16	4.94	3	Standard	519.3	29.580723244778703	245	No	760.6082756978756	156.87022098028402	Low_spent_Large_value_payments	938.0793958336968	Standard
6721	9229	8	Taiga Uranakan	56	87226137	Musician	139354.48	10872.26505763546	3	3	18	0	No Data	15	16	4.94	4	Standard	519.3	39.12793593553803	246	No	760.6082756978756	156.87022098028402	High_spent_Medium_value_payments	1005.2827675576056	Standard
6726	9810	1	Suev	22	62293192	Teacher	18305.25	1557.4375	2	1	4	0	No Data	14	11	5.27	2	Good	363.51	34.83528110282578	242	No	0	28.458236486071574	Low_spent_Medium_value_payments	361.8641960081073	Good
6727	9810	2	Suev	22	62293192	Teacher	18305.25	1557.4375	2	1	4	0	No Data	14	9	5.27	2	Good	363.51	35.61828916343695	242	No	0	28.458236486071574	Low_spent_Medium_value_payments	297.7972512052325	Good
6728	9810	3	Suev	22	62293192	Teacher	18305.25	1557.4375	2	1	4	0	No Data	11	12	5.27	2	Good	363.51	25.8539005	243	No	0	28.458236486071574	Low_spent_Large_value_payments	313.4843168935509	Good
6729	9810	4	Suev	22	62293192	Teacher	18305.25	1557.4375	2	1	4	0	No Data	14	9	5.27	3	Good	363.51	38.52380157829753	244	No	0	28.458236486071574	Low_spent_Small_value_payments	244.42446959685896	Good
6730	9810	5	Suev	22	62293192	Teacher	18305.25	1557.4375	2	1	4	0	No Data	14	8	5.27	3	Good	363.51	39.85047617471053	245	No	0	28.458236486071574	Low_spent_Medium_value_payments	386.1784696079513	Good
6731	9810	6	Suev	22	62293192	Teacher	18305.25	1557.4375	2	1	4	0	No Data	14	10	6.27	3	Good	363.51	30.19674703989039	246	No	0	28.458236486071574	Low_spent_Small_value_payments	266.43251893628843	Good
6732	9810	7	Suev	22	62293192	Teacher	18305.25	1557.4375	2	1	4	0	No Data	14	9	5.27	3	Good	363.51	29.81472348319059	247	NM	0	28.458236486071574	Low_spent_Small_value_payments	302.9918542358312	Good
6733	9810	8	Suev	22	62293192	Teacher	18305.25	1557.4375	2	1	4	0	No Data	14	11	5.27	3	Good	363.51	35.591860512627065	248	No	0	28.458236486071574	Low_spent_Small_value_payments	258.40898955539586	Good
6738	9626	1	Allison Martelly	25	727409990	Journalist	27865.26	2606.105	4	3	6	1	Student Loan	22	18	19.05	5	Standard	635.59	27.14233425808085	364	Yes	17.69844332156168	46.78581394303207	Low_spent_Small_value_payments	319.4724557023289	Standard
6739	9626	2	Allison Martelly	25	727409990	Journalist	27865.26	2606.105	4	3	6	1	Student Loan	27	18	19.05	5	Standard	635.59	22.013819467734766	365	Yes	17.69844332156168	46.78581394303207	Low_spent_Small_value_payments	193.7633290130524	Standard
6740	9626	3	Allison Martelly	25	727409990	Journalist	27865.26	2606.105	4	3	6	1	Student Loan	22	18	19.05	5	Standard	635.59	23.95474521970577	366	Yes	17.69844332156168	46.78581394303207	High_spent_Medium_value_payments	423.9864337095012	Standard
6741	9626	4	Allison Martelly	25	727409990	Journalist	27865.26	2606.105	4	3	6	1	Student Loan	22	19	19.05	5	Standard	635.59	30.82107192157654	367	Yes	17.69844332156168	46.78581394303207	Low_spent_Small_value_payments	419.6451986997141	Standard
6742	9626	5	Allison Martelly	25	727409990	Journalist	27865.26	2606.105	4	3	6	1	Student Loan	22	18	12.05	5	Standard	635.59	24.00517770470634	368	Yes	17.69844332156168	46.78581394303207	Low_spent_Small_value_payments	376.5848405997586	Standard
6743	9626	6	Allison Martelly	26	727409990	Journalist	27865.26	2606.105	4	3	6	1	Student Loan	27	18	19.05	5	Standard	635.59	26.89524307610984	369	Yes	17.69844332156168	46.78581394303207	Low_spent_Small_value_payments	436.1262427354063	Standard
6744	9626	7	Allison Martelly	26	727409990	Journalist	27865.26	2606.105	4	3	6	1	Student Loan	22	16	19.05	5	Standard	635.59	36.10027987260639	370	Yes	17.69844332156168	46.78581394303207	Low_spent_Small_value_payments	379.30089028076105	Poor
6745	9626	8	Allison Martelly	26	727409990	Journalist	27865.26	2606.105	4	3	6	1	Student Loan	22	18	19.05	5	Standard	635.59	25.687375053748628	371	Yes	17.69844332156168	46.78581394303207	Low_spent_Small_value_payments	415.8783985445714	Poor
6750	10421	1	Stempeln	36	16732103	Architect	23404.86	1899.405	6	5	7	0	No Data	14	17	15.82	5	Standard	35.54	34.05823767057504	343	Yes	0	34.38842729423941	Low_spent_Large_value_payments	375.47786821288736	Standard
6751	10421	2	Stempeln	36	16732103	Architect	23404.86	1899.405	6	5	7	0	No Data	8	20	15.82	5	Standard	35.54	38.23037043805796	344	NM	0	34.38842729423941	High_spent_Medium_value_payments	384.3765339258093	Standard
6752	10421	3	Stempeln	36	16732103	Architect	23404.86	1899.405	6	5	7	0	No Data	12	17	15.82	5	Standard	35.54	27.580789956911893	345	Yes	0	34.38842729423941	Low_spent_Large_value_payments	379.6157390226242	Standard
6753	10421	4	Stempeln	36	16732103	Architect	23404.86	1899.405	6	5	7	0	No Data	12	17	15.82	5	Standard	35.54	31.97512201171705	346	Yes	0	34.38842729423941	High_spent_Small_value_payments	358.6953906786353	Standard
6754	10421	5	Stempeln	36	16732103	Architect	23404.86	1899.405	6	5	7	0	No Data	12	17	15.82	5	Standard	35.54	35.12706006317056	347	Yes	0	34.38842729423941	Low_spent_Small_value_payments	342.6659789967972	Standard
6755	10421	6	Stempeln	36	16732103	Architect	23404.86	1899.405	6	5	7	0	No Data	12	16	15.82	5	Standard	35.54	27.526903071452885	348	Yes	0	34.38842729423941	High_spent_Large_value_payments	395.5520727057606	Standard
6756	10421	7	Stempeln	36	16732103	Architect	23404.86	1899.405	6	5	7	0	No Data	12	20	21.82	5	Standard	35.54	34.67990221723313	349	Yes	0	34.38842729423941	High_spent_Large_value_payments	384.8384052079196	Standard
6757	10421	8	Stempeln	36	16732103	Architect	23404.86	1899.405	6	5	7	0	No Data	12	17	15.82	5	Standard	35.54	32.491575969702374	350	Yes	0	34.38842729423941	Low_spent_Small_value_payments	393.3845202156908	Standard
6762	34371	1	Steve Slatery	33	198089791	Musician	14205.09	1086.7575	7	10	21	8	Student Loan, Not Specified, Not Specified, Credit-Builder Loan, Student Loan, Mortgage Loan, Not Specified, and Student Loan	33	18	19.42	12	Bad	4845.24	32.31373815	161	Yes	49.03239546911298	15.336224597153636	Low_spent_Small_value_payments	302.01565395081514	Poor
6763	34371	2	Steve Slatery	33	198089791	Musician	14205.09	1086.7575	7	10	21	8	Student Loan, Not Specified, Not Specified, Credit-Builder Loan, Student Loan, Mortgage Loan, Not Specified, and Student Loan	33	18	19.42	16	Bad	4845.24	25.865418957372608	161	NM	49.03239546911298	15.336224597153636	Low_spent_Small_value_payments	262.6460624	Poor
6764	34371	3	Steve Slatery	33	198089791	Musician	14205.09	1086.7575	7	10	21	8	Student Loan, Not Specified, Not Specified, Credit-Builder Loan, Student Loan, Mortgage Loan, Not Specified, and Student Loan	35	19	19.42	16	Bad	4845.24	30.564124473682146	162	Yes	49.03239546911298	15.336224597153636	Low_spent_Small_value_payments	220.03400710628284	Poor
6765	34371	4	Steve Slatery	33	198089791	Musician	14205.09	1086.7575	7	10	21	8	Student Loan, Not Specified, Not Specified, Credit-Builder Loan, Student Loan, Mortgage Loan, Not Specified, and Student Loan	33	17	19.42	16	Bad	4845.24	34.8974674	163	Yes	49.03239546911298	15.336224597153636	Low_spent_Medium_value_payments	266.8829238449626	Standard
6766	34371	5	Steve Slatery	33	198089791	Musician	14205.09	1086.7575	7	10	21	8	Student Loan, Not Specified, Not Specified, Credit-Builder Loan, Student Loan, Mortgage Loan, Not Specified, and Student Loan	36	19	19.42	16	Bad	4845.24	30.9895037	164	Yes	49.03239546911298	15.336224597153636	Low_spent_Large_value_payments	265.0553046829324	Standard
6767	34371	6	Steve Slatery	33	198089791	Musician	14205.09	1086.7575	7	10	21	8	Student Loan, Not Specified, Not Specified, Credit-Builder Loan, Student Loan, Mortgage Loan, Not Specified, and Student Loan	33	19	19.42	16	Bad	4845.24	35.13626854639951	165	Yes	49.03239546911298	15.336224597153636	High_spent_Large_value_payments	284.30712993373334	Standard
6768	34371	7	Steve Slatery	34	198089791	Musician	14205.09	1086.7575	7	10	21	8	Student Loan, Not Specified, Not Specified, Credit-Builder Loan, Student Loan, Mortgage Loan, Not Specified, and Student Loan	33	19	19.42	16	Bad	4845.24	32.71755303903078	166	Yes	49.03239546911298	15.336224597153636	Low_spent_Small_value_payments	259.4761738499293	Standard
6769	34371	8	Steve Slatery	34	198089791	Musician	14205.09	1086.7575	7	10	21	8	Student Loan, Not Specified, Not Specified, Credit-Builder Loan, Student Loan, Mortgage Loan, Not Specified, and Student Loan	33	21	19.42	16	Bad	4845.24	28.62089462573984	167	Yes	49.03239546911298	15.336224597153636	Low_spent_Small_value_payments	304.5542284730413	Poor
6774	4821	1	ita Bosed	28	518012262	Scientist	62320.56	5068.38	9	9	18	5	Debt Consolidation Loan, Home Equity Loan, Auto Loan, Home Equity Loan, and Debt Consolidation Loan	26	15	21.24	10	Bad	3589.56	32.02053669516868	16	Yes	171.34555972446432	64.07518363280778	High_spent_Medium_value_payments	405.8421340110332	Standard
6775	4821	2	ita Bosed	28	518012262	Scientist	62320.56	5068.38	9	9	18	5	Debt Consolidation Loan, Home Equity Loan, Auto Loan, Home Equity Loan, and Debt Consolidation Loan	23	15	17.24	15	Bad	3589.56	39.00855552100049	17	Yes	171.34555972446432	64.07518363280778	High_spent_Large_value_payments	473.0723916440297	Standard
6776	4821	3	ita Bosed	28	518012262	Scientist	62320.56	5068.38	9	9	18	5	Debt Consolidation Loan, Home Equity Loan, Auto Loan, Home Equity Loan, and Debt Consolidation Loan	22	17	17.24	15	Bad	3589.56	34.20428781836931	18	NM	171.34555972446432	64.07518363280778	High_spent_Medium_value_payments	422.65107477688935	Standard
6777	4821	4	ita Bosed	28	518012262	Scientist	62320.56	5068.38	9	9	18	5	Debt Consolidation Loan, Home Equity Loan, Auto Loan, Home Equity Loan, and Debt Consolidation Loan	23	15	17.24	15	Bad	3589.56	34.73441661919471	19	Yes	171.34555972446432	64.07518363280778	Low_spent_Small_value_payments	217.8488511518329	Standard
6778	4821	5	ita Bosed	28	518012262	Scientist	62320.56	5068.38	9	9	18	5	Debt Consolidation Loan, Home Equity Loan, Auto Loan, Home Equity Loan, and Debt Consolidation Loan	23	17	17.24	15	Bad	3589.56	37.05281716968249	20	Yes	171.34555972446432	64.07518363280778	High_spent_Medium_value_payments	267.8198654481976	Standard
6779	4821	6	ita Bosed	28	518012262	Scientist	62320.56	5068.38	9	9	18	5	Debt Consolidation Loan, Home Equity Loan, Auto Loan, Home Equity Loan, and Debt Consolidation Loan	23	15	17.24	15	Bad	3589.56	34.75027782688817	21	Yes	171.34555972446432	64.07518363280778	High_spent_Medium_value_payments	513.5324195611067	Standard
6780	4821	7	ita Bosed	28	518012262	Scientist	62320.56	5068.38	9	9	18	5	Debt Consolidation Loan, Home Equity Loan, Auto Loan, Home Equity Loan, and Debt Consolidation Loan	23	15	17.24	15	Bad	3589.56	23.11643715668561	22	Yes	171.34555972446432	64.07518363280778	High_spent_Small_value_payments	500.6954388754893	Standard
6781	4821	8	ita Bosed	28	518012262	Scientist	62320.56	5068.38	9	9	18	5	Debt Consolidation Loan, Home Equity Loan, Auto Loan, Home Equity Loan, and Debt Consolidation Loan	23	15	17.24	15	Bad	3589.56	38.3374493	23	NM	171.34555972446432	64.07518363280778	High_spent_Small_value_payments	423.9815768794014	Standard
6786	16132	1	Jenniferu	25	465939571	Manager	43758.34	3454.528333333333	5	6	12	2	Personal Loan, and Payday Loan	9	2	4.18	1	Good	1194.28	29.317896659805555	397	No	56.31142051341512	36.81438810916744	High_spent_Small_value_payments	319.8823432458192	Good
6787	16132	2	Jenniferu	25	465939571	Manager	43758.34	3454.528333333333	5	6	12	2	Personal Loan, and Payday Loan	13	2	4.18	1	Good	1194.28	27.69852435274219	398	No	56.31142051341512	36.81438810916744	Low_spent_Small_value_payments	161.61088840472138	Good
6788	16132	3	Jenniferu	25	465939571	Manager	43758.34	3454.528333333333	5	6	12	2	Personal Loan, and Payday Loan	18	2	4.18	2	Good	1194.28	26.011218765416537	399	No	56.31142051341512	36.81438810916744	High_spent_Medium_value_payments	485.30735405066434	Good
6789	16132	4	Jenniferu	25	465939571	Manager	43758.34	3454.528333333333	5	6	12	2	Personal Loan, and Payday Loan	13	1	4.18	2	Good	1194.28	32.45907620310644	400	No	56.31142051341512	36.81438810916744	Low_spent_Small_value_payments	384.15663242296927	Good
6790	16132	5	Jenniferu	25	465939571	Manager	43758.34	3454.528333333333	5	6	12	2	Personal Loan, and Payday Loan	13	0	4.18	2	Good	1194.28	30.68567908	401	No	56.31142051341512	36.81438810916744	Low_spent_Small_value_payments	190.0898019352834	Good
6791	16132	6	Jenniferu	25	465939571	Manager	43758.34	3454.528333333333	5	6	12	2	Personal Loan, and Payday Loan	13	5	4.18	2	Good	1194.28	27.26513494800327	402	No	56.31142051341512	36.81438810916744	High_spent_Small_value_payments	401.5681952	Good
6792	16132	7	Jenniferu	25	465939571	Manager	43758.34	3454.528333333333	5	6	12	2	Personal Loan, and Payday Loan	13	2	4.18	2	Good	1194.28	31.25060108567009	403	No	56.31142051341512	36.81438810916744	High_spent_Large_value_payments	492.3270247107508	Standard
6793	16132	8	Jenniferu	25	465939571	Manager	43758.34	3454.528333333333	5	6	12	2	Personal Loan, and Payday Loan	11	2	4.18	2	Good	1194.28	35.74253976687775	404	No	56.31142051341512	36.81438810916744	Low_spent_Small_value_payments	214.9034199191221	Good
6798	25286	1	B.u	20	860361556	Writer	144881.68	11877.473333333332	3	4	15	4	Student Loan, Debt Consolidation Loan, Credit-Builder Loan, and Home Equity Loan	6	13	10.1	2	Standard	404.51	33.90967514560081	309	Yes	414.65601320398537	227.5336623454579	High_spent_Large_value_payments	738.2518345151111	Standard
6799	25286	2	B.u	20	860361556	Writer	144881.68	11877.473333333332	3	4	15	4	Student Loan, Debt Consolidation Loan, Credit-Builder Loan, and Home Equity Loan	10	15	10.1	2	Standard	404.51	30.924539714334685	310	Yes	414.65601320398537	227.5336623454579	High_spent_Large_value_payments	775.4860371319072	Standard
6800	25286	3	B.u	20	860361556	Writer	144881.68	11877.473333333332	3	4	15	4	Student Loan, Debt Consolidation Loan, Credit-Builder Loan, and Home Equity Loan	5	13	10.1	2	Standard	404.51	36.28893235896684	311	Yes	414.65601320398537	227.5336623454579	Low_spent_Small_value_payments	72.87980133374596	Standard
6801	25286	4	B.u	20	860361556	Writer	144881.68	11877.473333333332	3	4	15	4	Student Loan, Debt Consolidation Loan, Credit-Builder Loan, and Home Equity Loan	5	13	13.1	2	Standard	404.51	39.27637970413026	312	Yes	414.65601320398537	227.5336623454579	Low_spent_Small_value_payments	72.87980133374596	Standard
6802	25286	5	B.u	20	860361556	Writer	144881.68	11877.473333333332	3	4	15	4	Student Loan, Debt Consolidation Loan, Credit-Builder Loan, and Home Equity Loan	5	16	10.1	2	Standard	404.51	35.325520636265175	313	Yes	414.65601320398537	227.5336623454579	High_spent_Medium_value_payments	579.1755922932681	Standard
